"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18083350450834391,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","From Arkansas to Thailand 🌍

Our MBA students can take their education anywhere, and @mekkybliss_ took it all the way home 🇹🇭 

After graduating with her undergrad in Business Data Analytics, she’s now earning her MBA online from across the world.

We’re so proud of her, but we are missing her around Rothwell (in our feels rn) 💛

📍MBA: 100% online
🎓 Flexible. Global. Built for YOU.

@atu_gradcollege let’s show what’s possible.

#MBA #Online #Thailand #Graduate #CollegeLife #ATUbusiness #HeckYeahTechYeah",0,"07/29/2025 09:20",https://www.instagram.com/p/DMsryB3xNvS/,"IG carousel",,Lifetime,4078,100,2,5,0,974,0
18137417824425908,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Internship Spotlight 💼 | HR @ @choctawnationok 

@wapiti_hunter_oak_mefford just wrapped up an incredible internship with the Choctaw Nation of Oklahoma (and earned course credit along the way). 👏🏼

His advice for students looking for internships?
✅ Start early
✅ Don’t count yourself out
✅ Network and follow up

“A lot of internships are more about your willingness to learn and your attitude than your experience.”

Super proud of the work he accomplished this summer and the initiative it took to get there! 💚💛

🔗 Want to land your own for-credit internship? @atucareers can help you build your resume, prep for interviews, and connect to internships and jobs through Handshake (not just as a student, but even after you graduate - a resource for life). 

#ATUbusiness #GoodAsGold #ChoctawNation #HR #Internship #collegelife #intern #humanresources",0,"07/28/2025 16:00",https://www.instagram.com/p/DMq0wcdRtKV/,"IG image",,Lifetime,3155,30,5,0,0,807,1
18105290413556037,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","💥 Meet Will!

@will_aaron89 is a digital marketing major, content extraordinaire, and one of our newest Good as Gold Ambassadors.
 He runs the @atunuclearvoice Insta (go give it a scroll 👀) and knows how to turn strategy into storytelling that actually sticks.

Don’t scroll past him IRL. If you see Will on campus, say hey 👋🏼 (bonus points if you follow his work)

This might be our last Good as Gold intro for now… unless a bold, creative BDA major wants to change that. 🤔

#GoodAsGold #ATUBusiness #DigitalMarketing #heckyeahtechyeah #Marketing #collegelife",0,"07/24/2025 11:06",https://www.instagram.com/p/DMf_4XfR0t-/,"IG image",,Lifetime,7089,127,7,19,0,1284,1
18046425830550472,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Twelve moods. One bulldog. All iconic. 🐾
Which Jerry are you? Tag your birth month bestie. 

#Jerry #ATUJerry #ArkansasTech #HeckYeahTechYeah #CollegeLife",0,"07/22/2025 13:00",https://www.instagram.com/p/DMbDWXfRwsH/,"IG carousel",,Lifetime,18796,339,99,13,9,4211,0
17921570964099337,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","🌲Meet Sadie🌲

@scoutgracee is a junior in our tourism program with a natural resource emphasis, AKA your go-to guide for life at ATU and in The Natural State because she is our newest Good as Gold Ambassador! 💎

From state parks to the US Forest Service, Sadie is learning how to manage parks, steward outdoor spaces, and create unforgettable experiences for visitors. Whether it’s trail design, interpretive programming, or leading environmental education, she’s gaining hands-on skills through real partnerships across Arkansas.

Want a major rooted in the outdoors? Come find your place at A Tree U 💚💛

#GoodAsGold #ATUbusiness #ATUtourism #heckyeahtechyeah #naturalresources #tourism #arkansastech",0,"07/16/2025 09:48",https://www.instagram.com/p/DMLQpFfxHrn/,"IG carousel",,Lifetime,10536,206,2,10,0,1682,1
18086386219774506,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","A new bombshell has entered the villa 👀 

#labubu #arkansastech #heckyeahtechyeah #popmart #greengrape",0,"07/15/2025 15:00",https://www.instagram.com/p/DMImWF_RSfE/,"IG image",,Lifetime,5951,140,15,5,3,1420,0
17909332719057134,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","A dream team so good it should be illegal ⭐️ 

📆 pro tip: don’t forget to book your advising appointment and get registered for classes! 

#atubusiness #collegelife #heckyeahtechyeah #collegebound #registernow",7,"07/10/2025 13:00",https://www.instagram.com/reel/DL8J2DMRApA/,"IG reel",,Lifetime,2908,70,1,8,1,1526,0
17867954337327666,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We ran the model and the results are in 🔮
@i_am_faithyyyy is back at ATU and she’s bringing statistically significant energy to Rothwell!💻📊 

As a proud alum and our newest Instructor of Business Data Analytics, Ms. Walker is here to help students turn data into decisions (and make it fun, too)

Confidence level: 95%. But let’s be real… it’s giving 💯
 #ATUBusiness #dataanalytics #BDA #heckyeahtechyeah #collegelife #faculty",0,"07/08/2025 11:17",https://www.instagram.com/p/DL20cS3vUhQ/,"IG image",,Lifetime,3595,61,3,3,0,711,0
18081998569849493,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","📣 New face on your feed 💛 Meet Gracie, one of our newest Good as Gold Ambassadors and a proud Ag Ed major representing @atuagriculture_tourism 🌾

@graciee_potter04 is ready to spotlight the department that’s been behind her every step of the way.

✨ “I get to promote both the College of Business & Economic Development and the Ag & Tourism department. This department has done nothing but open doors for me and I am honored to be able to showcase that on a higher level!”

Her advice for incoming students:
📌 “Take advantage of everything! Freebies, events, and making connections. Your time here goes faster than you think.” 
@atuorientation @atu2029class 

💬 Interested in Ag at ATU? Message us to connect with an Ag Ambassador!

#GoodAsGold #ATUAgriculture #heckyeahtechyeah #ATUbusiness #ThisIsATU",0,"07/07/2025 11:29",https://www.instagram.com/p/DL0RGNbRQyL/,"IG carousel",,Lifetime,5330,112,6,7,0,1086,0
18377891407132412,17841413390071444,thm.business,"THM Business School, Gießen","🇺🇸🤝🇩🇪 Gießen Week Part 1 – Ein gelungener Abschluss!
Kicking off the second half of an unforgettable international exchange!
Die zweite Woche startete mit einer spannenden Exkursion nach Frankfurt: Zuerst ein Besuch bei der Europäischen Zentralbank, anschließend ein Einblick in das Börsengeschehen. 💶📈
Am Abend ging es zum gemeinsamen Abendessen nach Sachsenhausen – ein perfekter Abschluss für den Tag. 🍽️🌇
Am letzten Tag präsentierten die Gruppen ihre Abschlussprojekte 🎤, bevor es mittags nach Marburg zur Stadtführung ging. Den emotionalen Abschluss bildete die feierliche Zertifikatsverleihung beim gemeinsamen Abendessen an der Lahn. 🎓🌿
Und dann hieß es auch schon: Abschied nehmen – mit vielen neuen Eindrücken, Erfahrungen und Freundschaften im Gepäck. 🌍❤️
Ein großes Dankeschön an alle, die diese besondere Woche möglich gemacht haben!

🇺🇸 English Version

🇺🇸🤝🇩🇪 Gießen Week Part 1 – Wrapping up an amazing week!
Kicking off the second half of an unforgettable international exchange!
The second week began with an exciting excursion to Frankfurt: first a visit to the European Central Bank, followed by a stop at the stock exchange. 💶📈
In the evening, the group enjoyed a traditional dinner in Frankfurt’s Sachsenhausen district – a great way to end the day. 🍽️🌇
On the final day, the student groups presented their project results 🎤, followed by a city tour through Marburg. The official closing dinner by the river Lahn included the certificate ceremony – and a heartfelt farewell. 🎓🌿
Time to say goodbye – but everyone leaves with lasting memories, valuable experiences, and new friendships. 🌍❤️
Huge thanks to everyone who made this inspiring week possible!

#GießenWeek #ATUinGießen #InternationalExchange #FacultyOfBusiness #THMInternational #studiereningiessen #thmbusiness #thm #thmbusinessschool

Fotos: Sophie Hopp, Malik Schleher, Maria Möller und Sophia Schweitzer",0,"07/03/2025 02:02",https://www.instagram.com/p/DLo9CKEIMzx/,"IG carousel",,Lifetime,10926,117,3,0,0,,
