"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
17927394071816206,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","ICYMI: Decode the Clues with ATU, TOMORROW!",29,"08/01/2024 09:08",https://www.instagram.com/reel/C-Ih3nmR6SU/,"IG reel",,Lifetime,872,11,2,0,0,504,0
17988368402736497,17841400588879469,_livjohnson34,"liv 🍓","Welcome back to another day of the life of a graduate assistant! Halloween is my favorite holiday, so I had to take you along with me 👻

#GoodAsGold #ATU2024 #GraduateSchool #GraduateStudent #Halloween #Beetlejuice #ArkansasTech",45,"10/31/2024 14:16",https://www.instagram.com/reel/DBzaM9Dy46p/,"IG reel",,Lifetime,1642,62,1,4,0,,
17864129277252817,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Cash Cow can’t wait to see all of her friends tomorrow for trick or treating at Rothwell!

Look for “Trick or Treat” decorations to find the candy at:
👻 Career Services
👻 4th floor lobby and offices

Costumes are encouraged!! Please bring your own basket!

#heckyeahtechyeah #atubusiness #atu2024 #halloween #trickortreat",18,"10/30/2024 10:00",https://www.instagram.com/reel/DBwYIhTPVox/,"IG reel",,Lifetime,1078,58,3,0,1,647,0
18012068291410924,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","The first #TechCampOut was a blast! 🌲🔥 Thank you to our 200+ student attendees, faculty and staff, and of course to @arkansasbluecross and @farmcreditwear who helped make this a night to remember. 🌙🏕️

Shoutout to our amazing student organizations 📣

✨ @atuaccounting 
✨ @atu_shima 
✨ @sigmaalpha.atu 
✨ @agr_atu 
✨ @atusga 
✨ @atu_els",0,"10/29/2024 11:16",https://www.instagram.com/p/DBt8C0bRCx0/,"IG carousel",,Lifetime,2795,141,10,1,2,1501,0
18057994513852516,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Make your way to Rothwell 138 at noon today to hear about the Wall Street Experience - direct from us 🫡 join us during Spring Break next semester to experience Wall Street and more ✈️🏙️

For more info, contact jbrock15@atu.edu or DM us! 

#livefromnewyork #snl #domingo #atutravels #heckyeahtechyeah #collegelife #welcometonewyork",7,"10/28/2024 09:11",https://www.instagram.com/reel/DBrIvxax_mL/,"IG reel",,Lifetime,1477,19,1,0,0,879,0
18013597352626059,17841400496704543,josiahhcarterr,LOVE,"Spooky Season🎃🎃

Had so much fun at the 1st Tech Camp Out! It was great to spend some time not stressing out about accounting or football😂
#atubusiness #goodasgold #heckyeatechyea",0,"10/25/2024 11:14",https://www.instagram.com/p/DBjopRSR58V/,"IG carousel",,Lifetime,9299,300,16,2,0,,
18240619846285920,17841468167257244,marketing_taylorsversion,,"The only scooters we allow in this class 💁🏼‍♀️🖤#marketingtaylorsversion #swiftie #taylorswift #reputation #reputationtaylorsversion #rep #reptv #getawaycar @taylorswift @taylornation @atu_business @arkansastech @kylierehberger",15,"10/25/2024 11:02",https://www.instagram.com/reel/DBjnGKAvEci/,"IG reel",,Lifetime,941,23,1,2,0,,
17925821945859454,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","🎉GIVEAWAY ALERT🎉 we’re gearing up for the ultimate Tech Camp Out event and we want YOU to join in on the fun! @w_carter_ayers has been busy catching these prizes for you 😅

For a chance to win some prizes early:
✨ Tag a friend you’d bring to the camp out 👯
✨ Make sure you’re both following us ✔️

That’s it! The more friends you tag, the more chances to win! Hurry 🏃🏻 we are announcing the winner at noon tomorrow, October 24th. 

See you at the Hull Student Union tomorrow from 5-8! 🏕️

#heckyeahtechyeah #projectLEAD #giveaway #collegelife",25,"10/23/2024 14:10",https://www.instagram.com/reel/DBeyCIhR4Oc/,"IG reel",,Lifetime,3937,89,24,41,3,2213,6
18000616988691178,17841400314558589,atuagriculture_tourism,"ATU Department of Agriculture and Tourism","ABSOLUTELY BEGGING TO GO TO NATCO!
💛💙💛💙
We are happy to send a variety of Agriculture students to meet FFA members at National Convention. Also, ATU students will be receiving their American Degree, which is the highest honor a FFA member can receive for their hard work as a member and alumnus.
💚HECK YEAH, TECH YEAH💛

#ffa #ffaconvention #arkansastech #arffa #ag #arkag",12,"10/22/2024 10:02",https://www.instagram.com/reel/DBbw5w9RxKk/,"IG reel",,Lifetime,2632,119,3,3,2,1370,1
17881344294153517,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","🌲✨ Get ready to unwind and have some fun at Tech Camp Out this Thursday from 5-8 PM in the Hull Student Union! 🏕️🔥

We’ve got it all—free food, prizes, games, and even puppies! 🐶 Bring a friend, kick back, and enjoy the vibes. Don’t miss out on a night of adventure! 🌟

#TechCampOut #heckyeahtechyeah #collegelife #projectLEAD",11,"10/21/2024 11:39",https://www.instagram.com/reel/DBZX-4sRHqY/,"IG reel",,Lifetime,1867,41,8,0,1,1031,1
