datetime,count
2011-01-20 00:00:00,12.756873630476703
2011-01-20 01:00:00,5.933919679180405
2011-01-20 02:00:00,3.1977524890050724
2011-01-20 03:00:00,1.7300862140567526
2011-01-20 04:00:00,1.8495929100457764
2011-01-20 05:00:00,9.50926915885684
2011-01-20 06:00:00,42.04575411152607
2011-01-20 07:00:00,117.10704089419919
2011-01-20 08:00:00,185.03128837610922
2011-01-20 09:00:00,84.91746154395621
2011-01-20 10:00:00,47.22952264526863
2011-01-20 11:00:00,54.90040589832922
2011-01-20 12:00:00,73.82168758122572
2011-01-20 13:00:00,65.30067919274364
2011-01-20 14:00:00,59.23491245620557
2011-01-20 15:00:00,65.20521605041014
2011-01-20 16:00:00,95.87627338302354
2011-01-20 17:00:00,188.5064041292892
2011-01-20 18:00:00,156.70875395205545
2011-01-20 19:00:00,116.2291723408329
2011-01-20 20:00:00,82.47017628598886
2011-01-20 21:00:00,61.60591781207074
2011-01-20 22:00:00,45.969062639200324
2011-01-20 23:00:00,29.6351576841904
2011-01-21 00:00:00,16.498972767620995
2011-01-21 01:00:00,7.793931612652406
2011-01-21 02:00:00,2.4518698953235702
2011-01-21 03:00:00,1.0777418384360726
2011-01-21 04:00:00,1.7184879225612808
2011-01-21 05:00:00,8.493500175381993
2011-01-21 06:00:00,34.53729197522249
2011-01-21 07:00:00,92.42352961300068
2011-01-21 08:00:00,164.44125071587092
2011-01-21 09:00:00,88.48657813726608
2011-01-21 10:00:00,47.63572845146262
2011-01-21 11:00:00,58.1150634424558
2011-01-21 12:00:00,68.73763251248268
2011-01-21 13:00:00,64.90820535476288
2011-01-21 14:00:00,59.82697739876274
2011-01-21 15:00:00,60.99736000010262
2011-01-21 16:00:00,84.77643950888253
2011-01-21 17:00:00,132.84456737235033
2011-01-21 18:00:00,113.07074758202442
2011-01-21 19:00:00,77.91408808778318
2011-01-21 20:00:00,50.419073220034505
2011-01-21 21:00:00,41.879985952459805
2011-01-21 22:00:00,35.92162343826369
2011-01-21 23:00:00,29.141575388088878
2011-01-22 00:00:00,23.971934003702195
2011-01-22 01:00:00,16.178658066477833
2011-01-22 02:00:00,12.498257889850434
2011-01-22 03:00:00,5.5555077561480255
2011-01-22 04:00:00,1.795477599653746
2011-01-22 06:00:00,4.538835760956122
2011-01-22 07:00:00,11.847494206300599
2011-01-22 08:00:00,29.296302277736565
2011-01-22 09:00:00,47.062001000670996
2011-01-22 10:00:00,61.546459585488456
2011-01-22 11:00:00,75.98414597624627
2011-01-22 12:00:00,86.23022378233895
2011-01-22 13:00:00,102.45605883480857
2011-01-22 14:00:00,102.83438179400589
2011-01-22 15:00:00,109.86010154107663
2011-01-22 16:00:00,95.63228682129426
2011-01-22 17:00:00,93.81173112019103
2011-01-22 18:00:00,71.02461710062958
2011-01-22 19:00:00,62.65996497805631
2011-01-22 20:00:00,47.51555524630304
2011-01-22 21:00:00,40.636654719836514
2011-01-22 22:00:00,37.82024637622973
2011-01-22 23:00:00,32.15578668747166
2011-01-23 00:00:00,26.183977911919413
2011-01-23 01:00:00,22.07228507194958
2011-01-23 02:00:00,16.851179721487927
2011-01-23 03:00:00,8.339440612572153
2011-01-23 05:00:00,2.046694619363977
2011-01-23 06:00:00,2.9989818760911424
2011-01-23 07:00:00,9.16701333436032
2011-01-23 08:00:00,22.192062804507003
2011-01-23 09:00:00,40.231232160627755
2011-01-23 10:00:00,68.91464907955606
2011-01-23 11:00:00,88.07507700218683
2011-01-23 12:00:00,99.91132918932313
2011-01-23 13:00:00,97.1518443060329
2011-01-23 14:00:00,96.75895144989042
